                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    129,                 1.1652,                0.58603,                 1.6244,                 0.7872,                0.55595,                0.62912,                 0.4085,                 2.6573,                 2.2711,                  2.052,               0.005776,               0.005776,               0.005776
                    130,                 1.1422,                0.56932,                 1.6224,                0.74942,                0.57549,                0.63086,                0.40658,                 2.6711,                 2.3189,                 2.0721,               0.005743,               0.005743,               0.005743
                    131,                 1.1385,                0.56677,                 1.6222,                0.78824,                0.53908,                0.62054,                0.40432,                 2.6796,                 2.4789,                 2.0542,                0.00571,                0.00571,                0.00571
                    132,                  1.118,                0.55897,                 1.6169,                0.76711,                0.53552,                0.61357,                 0.4011,                 2.6827,                 2.3997,                 2.0461,               0.005677,               0.005677,               0.005677
                    133,                 1.1466,                0.57748,                 1.6257,                0.78552,                 0.5497,                0.62557,                 0.4035,                 2.6821,                 2.3998,                 2.0532,               0.005644,               0.005644,               0.005644
                    134,                 1.1587,                0.58074,                 1.6271,                0.78697,                0.55684,                0.63125,                0.40551,                 2.7164,                 2.4503,                 2.0666,               0.005611,               0.005611,               0.005611
                    135,                 1.1336,                0.56875,                  1.622,                0.75544,                0.57105,                0.63099,                0.41097,                  2.691,                 2.3577,                 2.0535,               0.005578,               0.005578,               0.005578
                    136,                 1.1495,                0.57128,                 1.6255,                 0.7708,                0.55329,                0.62661,                0.41171,                 2.6131,                 2.4281,                 2.0245,               0.005545,               0.005545,               0.005545
                    137,                 1.1603,                0.57379,                 1.6277,                 0.7474,                0.55971,                0.62474,                0.41477,                 2.6128,                  2.407,                 2.0389,               0.005512,               0.005512,               0.005512
                    138,                 1.1407,                0.56813,                 1.6233,                0.75565,                0.56029,                0.62752,                0.41187,                 2.6375,                 2.3734,                 2.0483,               0.005479,               0.005479,               0.005479
                    139,                 1.1427,                0.57816,                 1.6306,                0.76309,                0.56639,                0.62674,                0.40698,                 2.6967,                 2.3058,                 2.0512,               0.005446,               0.005446,               0.005446
                    140,                   1.14,                0.56844,                 1.6197,                0.77756,                 0.5619,                0.61932,                0.40717,                 2.6784,                 2.4067,                 2.0551,               0.005413,               0.005413,               0.005413
                    141,                 1.1339,                0.56788,                 1.6245,                0.75629,                0.55329,                0.62436,                0.40986,                 2.6685,                  2.414,                 2.0585,                0.00538,                0.00538,                0.00538
                    142,                  1.142,                0.56902,                  1.623,                0.78473,                0.54529,                0.61912,                0.40926,                 2.6428,                 2.3597,                 2.0495,               0.005347,               0.005347,               0.005347
                    143,                 1.1288,                0.57288,                 1.6276,                  0.784,                0.54476,                0.62659,                0.41537,                 2.6576,                 2.4444,                 2.0513,               0.005314,               0.005314,               0.005314
                    144,                   1.13,                0.56779,                 1.6249,                0.76293,                0.54587,                0.61931,                0.40999,                 2.6061,                 2.4526,                 2.0401,               0.005281,               0.005281,               0.005281
                    145,                 1.1444,                0.56529,                 1.6232,                0.78298,                0.54085,                0.61791,                0.40302,                 2.6695,                 2.5465,                 2.0582,               0.005248,               0.005248,               0.005248
                    146,                 1.1199,                0.55599,                  1.622,                0.76029,                0.53286,                0.60426,                0.39602,                 2.6572,                 2.5392,                 2.0518,               0.005215,               0.005215,               0.005215
                    147,                 1.1257,                  0.556,                 1.6208,                0.74984,                0.56703,                 0.6152,                0.40857,                 2.6019,                 2.4882,                 2.0392,               0.005182,               0.005182,               0.005182
                    148,                 1.1264,                0.56147,                 1.6181,                0.76099,                0.55062,                0.61638,                0.40089,                 2.6719,                 2.4301,                 2.0432,               0.005149,               0.005149,               0.005149
                    149,                 1.1072,                0.55462,                 1.6234,                0.77411,                0.54618,                0.60826,                 0.3986,                 2.6972,                 2.4089,                 2.0568,               0.005116,               0.005116,               0.005116
                    150,                   1.11,                0.54988,                  1.623,                0.77974,                0.53762,                0.61835,                0.40692,                 2.6335,                 2.4568,                 2.0381,               0.005083,               0.005083,               0.005083
                    151,                 1.1323,                0.56188,                 1.6232,                0.79594,                0.54387,                 0.6222,                0.40828,                 2.6852,                 2.4583,                 2.0575,                0.00505,                0.00505,                0.00505
